matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
26,Lothar Dittmer,Mittelstürmer,FC 08 Homburg,Uwe Kamps,1:3,87',FC 08 Homburg,Borussia Mönchengladbach,1:3 ,1989/1990,0
27,Anthony Baffoe,Offensives Mittelfeld,Fortuna Düsseldorf,Hans-Jürgen Gundelach,0:0,28',Fortuna Düsseldorf,FC 08 Homburg,1:0 ,1989/1990,0
15,Michael Rummenigge,Offensives Mittelfeld,Borussia Dortmund,Eike Immel,0:0,62',Borussia Dortmund,VfB Stuttgart,0:0 ,1991/1992,0
16,Rainer Schütterle,Offensives Mittelfeld,Karlsruher SC,Richard Golz,2:0,37',Karlsruher SC,Hamburger SV,4:1 ,1991/1992,0
25,Frank Ordenewitz,Mittelstürmer,1.FC Köln,Andreas Köpke,2:0,37',1.FC Köln,1.FC Nürnberg,4:0 ,1991/1992,0
25,Dieter Eckstein,Mittelstürmer,1.FC Nürnberg,Bodo Illgner,3:0,56',1.FC Köln,1.FC Nürnberg,4:0 ,1991/1992,0
30,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Andreas Köpke,1:2,82',FC Bayern München,1.FC Nürnberg,1:3 ,1991/1992,0
33,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Eike Immel,1:0,81',FC Bayern München,VfB Stuttgart,1:0 ,1991/1992,0
35,Armin Eck,Linkes Mittelfeld,Hamburger SV,Oliver Kahn,0:1,38',Hamburger SV,Karlsruher SC,0:1 ,1991/1992,0
14,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Dieter Rudolf,5:0,67',Hamburger SV,SV Darmstadt 98,6:1 ,1981/1982,0
15,Stephan Groß,Offensives Mittelfeld,Karlsruher SC,Toni Schumacher,0:1,30',Karlsruher SC,1.FC Köln,1:4 ,1981/1982,0
15,Gerd-Volker Schock,Mittelstürmer,Arminia Bielefeld,Reinhard Mager,1:0,86',Arminia Bielefeld,VfL Bochum,2:0 ,1981/1982,0
17,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Wolfgang Kneib,2:2,52',Bayer 04 Leverkusen,Arminia Bielefeld,2:2 ,1981/1982,0
19,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Frank Berlepp,0:0,22',FC Bayern München,SV Darmstadt 98,4:1 ,1981/1982,0
19,Horst Knauf,Mittelstürmer,Bayer 04 Leverkusen,Ralf Zumdick,1:0,29',VfL Bochum,Bayer 04 Leverkusen,3:1 ,1981/1982,0
20,Emanuel Günther,Mittelstürmer,Karlsruher SC,Wolfgang Kleff,1:1,79',Karlsruher SC,Borussia Mönchengladbach,1:1 ,1981/1982,0
21,Christian Sackewitz,Linksaußen,Bayer 04 Leverkusen,Dieter Burdenski,0:0,29',Bayer 04 Leverkusen,SV Werder Bremen,1:3 ,1981/1982,0
21,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Bernd Franke,3:2,73',Borussia Mönchengladbach,Eintracht Braunschweig,4:2 ,1981/1982,0
22,Arne Ökland,Mittelstürmer,Bayer 04 Leverkusen,Oliver Bücher,3:0,62',Fortuna Düsseldorf,Bayer 04 Leverkusen,5:1 ,1981/1982,0
2,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Rudolf Wimmer,0:0,51',VfL Bochum,Karlsruher SC,1:0 ,1976/1977,0
2,Werner Lorant,Defensives Mittelfeld,Rot-Weiss Essen,Toni Schumacher,0:1,52',Rot-Weiss Essen,1.FC Köln,0:3 ,1976/1977,0
8,Ernst Diehl,Libero,1.FC Kaiserslautern,Norbert Nigbur,0:2,85',1.FC Kaiserslautern,Hertha BSC,0:2 ,1976/1977,0
10,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Ronnie Hellström,2:1,88',1.FC Kaiserslautern,Borussia Dortmund,2:1 ,1976/1977,0
10,Detlev Szymanek,Sturm,Hertha BSC,Heinz-Josef Koitka,3:2,90',Eintracht Frankfurt,Hertha BSC,3:3 ,1976/1977,0
11,Gerd Müller,Mittelstürmer,FC Bayern München,Rudi Kargus,1:0,38',FC Bayern München,Hamburger SV,6:2 ,1976/1977,0
12,Klaus Fichtel,Defensives Mittelfeld,FC Schalke 04,Rudolf Wimmer,0:0,29',FC Schalke 04,Karlsruher SC,2:2 ,1976/1977,0
13,Bernard Dietz,Libero,MSV Duisburg,Toni Schumacher,0:0,7',MSV Duisburg,1.FC Köln,1:1 ,1976/1977,0
19,Heinz Traser,Mittelstürmer,1.FC Saarbrücken,Horst Bertram,1:2,67',1.FC Saarbrücken,Borussia Dortmund,2:2 ,1976/1977,0
20,Theo Bücker,Mittelfeld,MSV Duisburg,Norbert Nigbur,2:3,78',Hertha BSC,MSV Duisburg,2:4 ,1976/1977,0
10,Markus Beierle,Mittelstürmer,MSV Duisburg,Dr. Philipp Laux,0:0,59',MSV Duisburg,SSV Ulm 1846,0:0 ,1999/2000,0
10,Bruno Labbadia,Mittelstürmer,Arminia Bielefeld,Oka Nikolov,1:0,61',Arminia Bielefeld,Eintracht Frankfurt,1:1 ,1999/2000,0
11,Kjetil Rekdal,Defensives Mittelfeld,Hertha BSC,Oka Nikolov,3:0,51',Eintracht Frankfurt,Hertha BSC,4:0 ,1999/2000,0
18,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Hans Jörg Butt,0:0,68',Hamburger SV,FC Bayern München,0:0 ,1999/2000,0
20,Marc Wilmots,Offensives Mittelfeld,FC Schalke 04,Hans Jörg Butt,0:1,30',Hamburger SV,FC Schalke 04,3:1 ,1999/2000,0
21,Bruno Labbadia,Mittelstürmer,Arminia Bielefeld,Claus Reitmaier,0:0,7',VfL Wolfsburg,Arminia Bielefeld,2:0 ,1999/2000,0
21,Frank Greiner,Rechtes Mittelfeld,VfL Wolfsburg,Zdenko Miletic,1:0,49',VfL Wolfsburg,Arminia Bielefeld,2:0 ,1999/2000,0
24,Krasimir Balakov,Offensives Mittelfeld,VfB Stuttgart,Dirk Heinen,0:0,2',VfB Stuttgart,Eintracht Frankfurt,0:2 ,1999/2000,0
24,Youri Djorkaeff,Offensives Mittelfeld,1.FC Kaiserslautern,Jürgen Wittmann,0:2,19',SpVgg Unterhaching,1.FC Kaiserslautern,1:2 ,1999/2000,0
26,Michael Preetz,Mittelstürmer,Hertha BSC,Franz Wohlfahrt,0:0,53',VfB Stuttgart,Hertha BSC,1:0 ,1999/2000,0
14,Bernard Dietz,Libero,MSV Duisburg,Paul Hesselbach,2:2,53',MSV Duisburg,KFC Uerdingen 05,2:2 ,1979/1980,0
14,Harald Nickel,Mittelstürmer,Borussia Mönchengladbach,Jörg Daniel,2:1,78',Borussia Mönchengladbach,Fortuna Düsseldorf,2:1 ,1979/1980,0
15,Hans-Günter Bruns,Libero,Fortuna Düsseldorf,Walter Junghans,0:2,35',Fortuna Düsseldorf,FC Bayern München,0:3 ,1979/1980,0
16,Hans-Günter Neues,Innenverteidiger,1.FC Kaiserslautern,Thomas Zander,0:0,37',1.FC Kaiserslautern,TSV 1860 München,3:1 ,1979/1980,0
18,Willi Reimann,Mittelstürmer,Hamburger SV,Reinhard Mager,1:0,14',Hamburger SV,VfL Bochum,3:1 ,1979/1980,0
18,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Dieter Burdenski,1:0,50',KFC Uerdingen 05,SV Werder Bremen,2:0 ,1979/1980,0
18,Rudi Bommer,Defensives Mittelfeld,Fortuna Düsseldorf,Ronnie Hellström,6:1,73',Fortuna Düsseldorf,1.FC Kaiserslautern,6:1 ,1979/1980,0
21,Klaus Augenthaler,Libero,FC Bayern München,Wolfgang Kneib,2:1,57',FC Bayern München,Borussia Mönchengladbach,3:1 ,1979/1980,0
21,Horst Wohlers,Defensives Mittelfeld,TSV 1860 München,Reinhard Mager,0:0,86',VfL Bochum,TSV 1860 München,2:0 ,1979/1980,0
25,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Paul Hesselbach,0:0,20',KFC Uerdingen 05,Bayer 04 Leverkusen,2:0 ,1979/1980,0
27,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Ulrich Sude,1:0,50',SV Werder Bremen,Borussia Mönchengladbach,2:0 ,1984/1985,0
29,Günter Sebert,Libero,SV Waldhof Mannheim,Jürgen Pahl,3:1,90',SV Waldhof Mannheim,Eintracht Frankfurt,3:1 ,1984/1985,0
30,Wolfram Wuttke,Hängende Spitze,Hamburger SV,Helmut Roleder,3:1,82',Hamburger SV,VfB Stuttgart,3:1 ,1984/1985,0
31,Norbert Nachtweih,Zentrales Mittelfeld,FC Bayern München,Rüdiger Vollborn,0:0,26',FC Bayern München,Bayer 04 Leverkusen,2:1 ,1984/1985,0
32,Nico Claesen,Mittelstürmer,VfB Stuttgart,Ralf Zumdick,0:0,55',VfL Bochum,VfB Stuttgart,2:1 ,1984/1985,0
32,Sören Lerby,Zentrales Mittelfeld,FC Bayern München,Rudi Kargus,0:4,90',Karlsruher SC,FC Bayern München,0:4 ,1984/1985,0
19,Rainer Geye,Mittelstürmer,1.FC Kaiserslautern,Norbert Nigbur,2:0,66',1.FC Kaiserslautern,Hertha BSC,3:0 ,1978/1979,0
22,Horst Weyerich,Libero,1.FC Nürnberg,Dieter Rudolf,1:3,90',SV Darmstadt 98,1.FC Nürnberg,1:3 ,1978/1979,0
24,Hannes Bongartz,Zentrales Mittelfeld,1.FC Kaiserslautern,Jörg Daniel,1:0,45',1.FC Kaiserslautern,Fortuna Düsseldorf,3:0 ,1978/1979,0
26,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Wolfgang Kneib,:,-,SV Werder Bremen,Borussia Mönchengladbach,3:1 ,1978/1979,0
31,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Dieter Rudolf,3:1,90',Borussia Mönchengladbach,SV Darmstadt 98,3:1 ,1978/1979,0
32,Georg Volkert,Linksaußen,VfB Stuttgart,Norbert Nigbur,0:0,11',VfB Stuttgart,Hertha BSC,3:0 ,1978/1979,0
32,Josef Pirrung,Hängende Spitze,1.FC Kaiserslautern,Wolfgang Kneib,0:1,29',1.FC Kaiserslautern,Borussia Mönchengladbach,1:3 ,1978/1979,0
32,Reinhard Meier,Innenverteidiger,1.FC Kaiserslautern,Wolfgang Kneib,0:1,60',1.FC Kaiserslautern,Borussia Mönchengladbach,1:3 ,1978/1979,0
29,Rudi Völler,Mittelstürmer,SV Werder Bremen,Manfred Kubik,0:1,17',KFC Uerdingen 05,SV Werder Bremen,1:1 ,1986/1987,0
34,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Hans-Jürgen Gundelach,0:0,11',Eintracht Frankfurt,Borussia Dortmund,0:4 ,1986/1987,0
19,Harry Decheiver,Mittelstürmer,SC Freiburg,Richard Golz,0:1,39',SC Freiburg,Hamburger SV,0:4 ,1996/1997,0
20,Mario Basler,Rechtes Mittelfeld,FC Bayern München,Thomas Gill,5:0,61',FC Bayern München,MSV Duisburg,5:2 ,1996/1997,0
22,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Thomas Gill,1:0,44',FC Schalke 04,MSV Duisburg,4:0 ,1996/1997,0
24,Bernhard Winkler,Mittelstürmer,TSV 1860 München,Perry Bräutigam,0:0,3',TSV 1860 München,FC Hansa Rostock,2:0 ,1996/1997,0
24,Stefan Reuter,Rechtes Mittelfeld,Borussia Dortmund,Uwe Kamps,0:1,52',Borussia Dortmund,Borussia Mönchengladbach,1:3 ,1996/1997,0
30,Horst Heldt,Offensives Mittelfeld,TSV 1860 München,Oliver Kahn,2:0,18',TSV 1860 München,FC Bayern München,3:3 ,1996/1997,0
1,Peter Hermann,Sturm,Bayer 04 Leverkusen,Olli Isoaho,0:1,76',Bayer 04 Leverkusen,Arminia Bielefeld,0:1 ,1982/1983,0
5,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Ralf Zumdick,0:0,34',Eintracht Frankfurt,VfL Bochum,0:1 ,1982/1983,0
6,Hans-Peter Briegel,Offensives Mittelfeld,1.FC Kaiserslautern,Rudi Kargus,1:0,25',1.FC Kaiserslautern,1.FC Nürnberg,2:1 ,1982/1983,0
9,Horst Weyerich,Libero,1.FC Nürnberg,Bernd Franke,2:2,79',Eintracht Braunschweig,1.FC Nürnberg,2:2 ,1982/1983,0
9,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Jean-Marie Pfaff,2:2,90',FC Bayern München,Hamburger SV,2:2 ,1982/1983,0
12,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Bernd Franke,1:0,43',Borussia Mönchengladbach,Eintracht Braunschweig,3:0 ,1982/1983,0
12,Stephan Engels,Defensives Mittelfeld,1.FC Köln,Ralf Zumdick,4:1,84',1.FC Köln,VfL Bochum,4:1 ,1982/1983,0
15,Max Hagmayr,Sturm,Karlsruher SC,Bernd Franke,2:1,62',Karlsruher SC,Eintracht Braunschweig,3:1 ,1982/1983,0
15,Norbert Meier,Offensives Mittelfeld,SV Werder Bremen,Olli Isoaho,1:2,71',Arminia Bielefeld,SV Werder Bremen,1:2 ,1982/1983,0
18,Wolfgang Patzke,Offensives Mittelfeld,VfL Bochum,Wolfgang Kleff,1:1,66',VfL Bochum,Fortuna Düsseldorf,3:1 ,1982/1983,0
6,Hans-Günter Bruns,Libero,Borussia Mönchengladbach,Toni Schumacher,0:0,29',Borussia Mönchengladbach,1.FC Köln,1:1 ,1985/1986,0
7,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Ralf Raps,1:1,36',KFC Uerdingen 05,Hannover 96,3:3 ,1985/1986,0
8,Roland Grahammer,Rechter Verteidiger,1.FC Nürnberg,Jean-Marie Pfaff,2:1,78',FC Bayern München,1.FC Nürnberg,2:1 ,1985/1986,0
9,Uwe Rahn,Mittelstürmer,Borussia Mönchengladbach,Uwe Zimmermann,1:0,26',SV Waldhof Mannheim,Borussia Mönchengladbach,3:1 ,1985/1986,0
11,Ulrich Bittorf,Defensives Mittelfeld,1.FC Nürnberg,Ralf Raps,3:3,84',1.FC Nürnberg,Hannover 96,3:3 ,1985/1986,0
12,Ásgeir Sigurvinsson,Offensives Mittelfeld,VfB Stuttgart,Ralf Zumdick,0:3,81',VfB Stuttgart,VfL Bochum,0:4 ,1985/1986,0
16,Sören Lerby,Zentrales Mittelfeld,FC Bayern München,Dieter Burdenski,2:1,64',FC Bayern München,SV Werder Bremen,3:1 ,1985/1986,0
18,Norbert Eilenfeldt,Mittelfeld,1.FC Kaiserslautern,Ulrich Stein,0:1,59',1.FC Kaiserslautern,Hamburger SV,1:2 ,1985/1986,0
18,Stefan Kuntz,Mittelstürmer,VfL Bochum,Herbert Heider,2:1,77',VfL Bochum,1.FC Nürnberg,2:1 ,1985/1986,0
19,Jürgen Klinsmann,Mittelstürmer,VfB Stuttgart,Raimond Aumann,0:0,28',VfB Stuttgart,FC Bayern München,0:0 ,1985/1986,0
24,Hans-Günter Bruns,Libero,Borussia Mönchengladbach,Rudi Kargus,2:0,40',1.FC Nürnberg,Borussia Mönchengladbach,3:2 ,1981/1982,0
27,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Dieter Rudolf,1:0,50',SV Darmstadt 98,Borussia Dortmund,1:3 ,1981/1982,0
30,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Ralf Zumdick,1:0,75',Borussia Mönchengladbach,VfL Bochum,4:2 ,1981/1982,0
31,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Uwe Kamps,1:1,72',Eintracht Frankfurt,Borussia Mönchengladbach,1:1 ,1988/1989,0
31,Wolfgang Funkel,Innenverteidiger,KFC Uerdingen 05,Andreas Nagel,5:3,78',KFC Uerdingen 05,Hannover 96,7:3 ,1988/1989,0
5,Bernd Gersdorff,Mittelstürmer,Eintracht Braunschweig,Werner Scholz,0:0,37',Eintracht Braunschweig,VfL Bochum,2:0 ,1974/1975,0
5,Hannes Löhr,Linksaußen,1.FC Köln,Fred-Werner Bockholt,0:0,45',1.FC Köln,Kickers Offenbach,0:1 ,1974/1975,0
5,Harald Konopka,Libero,1.FC Köln,Fred-Werner Bockholt,0:1,87',1.FC Köln,Kickers Offenbach,0:1 ,1974/1975,0
9,Bernd Gersdorff,Mittelstürmer,Eintracht Braunschweig,Thomas Zander,1:1,57',Eintracht Braunschweig,Hertha BSC,2:1 ,1974/1975,0
10,Willi Lippens,Linksaußen,Rot-Weiss Essen,Dietmar Linders,0:0,6',Rot-Weiss Essen,MSV Duisburg,3:0 ,1974/1975,0
12,Dieter Herzog,Linksaußen,Fortuna Düsseldorf,Dietmar Linders,0:0,18',Fortuna Düsseldorf,MSV Duisburg,1:1 ,1974/1975,0
12,Manfred Ritschel,Rechtsaußen,Kickers Offenbach,Hubert Birkenmeier,3:0,36',Kickers Offenbach,Tennis Borussia Berlin,3:2 ,1974/1975,0
12,Klaus Fischer,Mittelstürmer,FC Schalke 04,Rudi Kargus,0:0,44',Hamburger SV,FC Schalke 04,1:1 ,1974/1975,0
13,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Heinz Blasey,0:0,27',Rot-Weiss Essen,Fortuna Düsseldorf,1:2 ,1974/1975,0
14,Gerd Müller,Mittelstürmer,FC Bayern München,Heinz Blasey,0:1,21',FC Bayern München,Rot-Weiss Essen,2:2 ,1974/1975,0
27,Franz Beckenbauer,Libero,FC Bayern München,Dieter Burdenski,1:0,83',FC Bayern München,SV Werder Bremen,1:0 ,1976/1977,0
29,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Wilfried Woyke,1:0,58',VfL Bochum,Fortuna Düsseldorf,1:2 ,1976/1977,0
30,Karl-Heinz Struth,Libero,Karlsruher SC,Rudi Kargus,2:1,89',Hamburger SV,Karlsruher SC,2:1 ,1976/1977,0
32,Dieter Brei,Defensives Mittelfeld,Fortuna Düsseldorf,Ronnie Hellström,0:1,48',Fortuna Düsseldorf,1.FC Kaiserslautern,2:3 ,1976/1977,0
32,Ludwig Denz,Offensives Mittelfeld,1.FC Saarbrücken,Wolfgang Kneib,1:2,63',1.FC Saarbrücken,Borussia Mönchengladbach,2:2 ,1976/1977,0
32,Georg Volkert,Linksaußen,Hamburger SV,Gerhard Heinze,1:0,78',Hamburger SV,MSV Duisburg,2:0 ,1976/1977,0
33,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Norbert Nigbur,1:1,84',Hertha BSC,Hamburger SV,2:1 ,1976/1977,0
33,Karl-Heinz Handschuh,Mittelstürmer,Eintracht Braunschweig,Ronnie Hellström,1:3,86',1.FC Kaiserslautern,Eintracht Braunschweig,1:3 ,1976/1977,0
34,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Andreas Köpke,1:0,13',Borussia Dortmund,1.FC Nürnberg,4:1 ,1993/1994,0
25,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Toni Schumacher,0:1,41',1.FC Köln,Hamburger SV,2:3 ,1979/1980,0
26,Holger Brück,Libero,Hertha BSC,Sepp Stabel,0:1,51',Hertha BSC,1.FC Kaiserslautern,0:2 ,1979/1980,0
27,Hans-Günter Neues,Innenverteidiger,1.FC Kaiserslautern,Gerhard Heinze,0:0,-,1.FC Kaiserslautern,MSV Duisburg,4:2 ,1979/1980,0
27,Hans-Josef Kapellmann,Defensives Mittelfeld,TSV 1860 München,Norbert Nigbur,1:0,51',TSV 1860 München,FC Schalke 04,3:0 ,1979/1980,0
28,Horst Hrubesch,Mittelstürmer,Hamburger SV,Thomas Zander,5:1,73',Hamburger SV,TSV 1860 München,6:1 ,1979/1980,0
29,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Thomas Zander,0:0,87',TSV 1860 München,Borussia Mönchengladbach,0:0 ,1979/1980,0
30,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Thomas Zander,2:0,16',FC Bayern München,TSV 1860 München,6:1 ,1979/1980,0
30,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Gerhard Heinze,4:0,72',MSV Duisburg,SV Werder Bremen,4:1 ,1979/1980,0
33,Franz Merkhoffer,Abwehr,Eintracht Braunschweig,Wolfgang Kneib,0:3,90',Eintracht Braunschweig,Borussia Mönchengladbach,0:3 ,1979/1980,0
34,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Thomas Zander,1:0,13',Eintracht Frankfurt,TSV 1860 München,1:1 ,1979/1980,0
2,Lorenz Horr,Sturm,Hertha BSC,Sepp Maier,1:1,49',Hertha BSC,FC Bayern München,2:2 ,1971/1972,0
2,Klaus-Dieter Sieloff,Libero,Borussia Mönchengladbach,Dieter Burdenski,3:0,51',Borussia Mönchengladbach,Arminia Bielefeld,5:1 ,1971/1972,0
3,Gerd Müller,Mittelstürmer,FC Bayern München,Bernd Franke,1:1,33',FC Bayern München,Eintracht Braunschweig,4:1 ,1971/1972,0
4,Max Lorenz,Linkes Mittelfeld,Eintracht Braunschweig,Burkhardt Öller,3:0,73',Eintracht Braunschweig,Hannover 96,3:0 ,1971/1972,0
6,Rainer Budde,Mittelstürmer,MSV Duisburg,Wolfgang Scheid,0:0,25',Rot-Weiß Oberhausen,MSV Duisburg,0:1 ,1971/1972,0
7,Horst Haug,Offensives Mittelfeld,VfB Stuttgart,Hans-Jürgen Bradler,3:2,85',VfB Stuttgart,VfL Bochum,3:2 ,1971/1972,0
8,Gerd Müller,Mittelstürmer,FC Bayern München,Harry Bohrmann,0:0,-,VfL Bochum,FC Bayern München,0:2 ,1971/1972,0
8,Hans Schulz,Mittelfeld,Fortuna Düsseldorf,Norbert Nigbur,0:1,82',Fortuna Düsseldorf,FC Schalke 04,0:2 ,1971/1972,0
8,Werner Lungwitz,Rechter Verteidiger,Fortuna Düsseldorf,Norbert Nigbur,0:2,90',Fortuna Düsseldorf,FC Schalke 04,0:2 ,1971/1972,0
9,Gerd Müller,Mittelstürmer,FC Bayern München,Zlatko Skoric,0:0,12',FC Bayern München,VfB Stuttgart,2:2 ,1971/1972,0
2,Roland Stegmayer,Mittelstürmer,1.FC Saarbrücken,Ronnie Hellström,1:2,62',1.FC Saarbrücken,1.FC Kaiserslautern,3:3 ,1977/1978,0
7,Dieter Müller,Mittelstürmer,1.FC Köln,Volkmar Groß,1:4,76',1.FC Köln,FC Schalke 04,2:4 ,1977/1978,0
9,Willi Bierofka,Abwehr,TSV 1860 München,Ronnie Hellström,1:0,47',1.FC Kaiserslautern,TSV 1860 München,1:0 ,1977/1978,0
10,Hansi Müller,Zentrales Mittelfeld,VfB Stuttgart,Bernhard Hartmann,0:1,54',TSV 1860 München,VfB Stuttgart,1:2 ,1977/1978,0
11,Gerd Müller,Mittelstürmer,FC Bayern München,Horst Bertram,2:0,49',FC Bayern München,Borussia Dortmund,3:0 ,1977/1978,0
11,Bernd Gersdorff,Mittelstürmer,Hertha BSC,Toni Schumacher,3:1,73',1.FC Köln,Hertha BSC,3:1 ,1977/1978,0
12,Georg Metzger,Rechtsaußen,TSV 1860 München,Jörg Daniel,0:1,50',TSV 1860 München,Fortuna Düsseldorf,0:1 ,1977/1978,0
14,Herbert Scheller,Libero,TSV 1860 München,Dieter Burdenski,:,-,TSV 1860 München,SV Werder Bremen,0:0 ,1977/1978,0
15,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Reinhard Rietzke,0:0,81',FC St. Pauli,VfL Bochum,1:1 ,1977/1978,0
17,Horst-Dieter Höttges,Libero,SV Werder Bremen,Helmut Roleder,0:1,68',SV Werder Bremen,VfB Stuttgart,0:1 ,1977/1978,0
3,Horst Gecks,Rechtes Mittelfeld,Kickers Offenbach,Özcan Arkoc,2:1,36',Hamburger SV,Kickers Offenbach,3:2 ,1970/1971,0
7,Ernst Kuster,Sturm,Arminia Bielefeld,Karlheinz Volz,2:0,68',Arminia Bielefeld,Kickers Offenbach,2:0 ,1970/1971,0
7,Klaus Zaczyk,Offensives Mittelfeld,Hamburger SV,Sepp Maier,1:5,90',Hamburger SV,FC Bayern München,1:5 ,1970/1971,0
8,Helmut Kremers,Linker Verteidiger,Kickers Offenbach,Gerhard Heinze,3:2,85',Kickers Offenbach,VfB Stuttgart,3:3 ,1970/1971,0
9,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Jürgen Rynio,5:1,90',Borussia Dortmund,MSV Duisburg,5:1 ,1970/1971,0
15,Helmut Kremers,Linker Verteidiger,Kickers Offenbach,Norbert Nigbur,0:0,28',Kickers Offenbach,FC Schalke 04,0:1 ,1970/1971,0
21,Klaus-Dieter Sieloff,Libero,Borussia Mönchengladbach,Gerd Siese,0:1,57',Borussia Mönchengladbach,Arminia Bielefeld,0:2 ,1970/1971,0
23,Herbert Lütkebohmert,Defensives Mittelfeld,FC Schalke 04,Heinz Blasey,1:1,66',Rot-Weiss Essen,FC Schalke 04,1:3 ,1970/1971,0
23,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Karlheinz Volz,2:2,68',MSV Duisburg,Kickers Offenbach,2:2 ,1970/1971,0
28,Werner Biskup,Abwehr,1.FC Köln,Bernd Helmschrot,0:1,88',1.FC Köln,Hannover 96,0:1 ,1970/1971,0
2,Horst Blankenburg,Libero,TSV 1860 München,Volkmar Groß,2:0,75',TSV 1860 München,Hertha BSC,2:0 ,1969/1970,0
3,Theodor Hoffmann,Defensives Mittelfeld,VfB Stuttgart,Petar Radenkovic,2:0,57',VfB Stuttgart,TSV 1860 München,3:1 ,1969/1970,0
3,Wolfgang Gayer,Hängende Spitze,Hertha BSC,Gerhard Prokop,1:1,82',Hertha BSC,Alemannia Aachen,2:1 ,1969/1970,0
5,Hannes Löhr,Linksaußen,1.FC Köln,Gerhard Prokop,1:0,49',1.FC Köln,Alemannia Aachen,3:0 ,1969/1970,0
7,Dieter Krafczyk,Mittelstürmer,1.FC Kaiserslautern,Fred-Werner Bockholt,0:0,80',1.FC Kaiserslautern,Rot-Weiss Essen,0:0 ,1969/1970,0
8,Ferdinand Keller,Mittelstürmer,TSV 1860 München,Norbert Nigbur,0:1,32',TSV 1860 München,FC Schalke 04,0:2 ,1969/1970,0
8,Hans-Günther Kroth,Libero,TSV 1860 München,Norbert Nigbur,0:1,44',TSV 1860 München,FC Schalke 04,0:2 ,1969/1970,0
9,Lothar Kobluhn,Defensives Mittelfeld,Rot-Weiß Oberhausen,Volkmar Groß,1:0,4',Rot-Weiß Oberhausen,Hertha BSC,3:1 ,1969/1970,0
10,Bernd Patzke,Innenverteidiger,Hertha BSC,Norbert Nigbur,3:0,81',Hertha BSC,FC Schalke 04,3:0 ,1969/1970,0
11,Jupp Heynckes,Mittelstürmer,Hannover 96,Gert Girschkowski,0:0,37',Hamburger SV,Hannover 96,2:0 ,1969/1970,0
4,Hermann-Dieter Bellut,Libero,Eintracht Frankfurt,Horst Wolter,0:0,64',Eintracht Frankfurt,Eintracht Braunschweig,0:1 ,1968/1969,0
5,Sigfried Held,Offensives Mittelfeld,Borussia Dortmund,Özcan Arkoc,1:0,31',Borussia Dortmund,Hamburger SV,3:1 ,1968/1969,0
5,Zvezdan Cebinac,Rechtsaußen,1.FC Nürnberg,Wolfgang Schnarr,1:0,60',1.FC Nürnberg,1.FC Kaiserslautern,1:0 ,1968/1969,0
5,Heinz-Dieter Hasebrink,Zentrales Mittelfeld,1.FC Kaiserslautern,Jürgen Rynio,1:0,67',1.FC Nürnberg,1.FC Kaiserslautern,1:0 ,1968/1969,0
8,Peter Blusch,Rechter Verteidiger,1.FC Köln,Gernot Fraydl,0:0,24',Hertha BSC,1.FC Köln,2:1 ,1968/1969,0
8,Jürgen Friedrich,Zentrales Mittelfeld,1.FC Kaiserslautern,Bernd Helmschrot,0:0,52',1.FC Kaiserslautern,Hannover 96,0:0 ,1968/1969,0
