matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
1,Stefan Effenberg,Zentrales Mittelfeld,Borussia Mönchengladbach,Gerry Ehrmann,2:1,56',1.FC Kaiserslautern,Borussia Mönchengladbach,2:1 ,1989/1990,1
1,Uwe Rahn,Mittelstürmer,1.FC Köln,Ralf Zumdick,0:1,58',VfL Bochum,1.FC Köln,0:1 ,1989/1990,1
2,Gerd Dais,Mittelstürmer,SV Waldhof Mannheim,Ralf Zumdick,1:0,5',SV Waldhof Mannheim,VfL Bochum,3:2 ,1989/1990,1
2,Stefan Kohn,Mittelstürmer,VfL Bochum,Uwe Zimmermann,1:1,8',SV Waldhof Mannheim,VfL Bochum,3:2 ,1989/1990,1
2,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Hans-Jürgen Gundelach,1:2,68',FC 08 Homburg,1.FC Kaiserslautern,2:2 ,1989/1990,1
3,Markus Schupp,Offensives Mittelfeld,1.FC Kaiserslautern,Alexander Famulla,5:1,90',1.FC Kaiserslautern,Karlsruher SC,5:1 ,1989/1990,1
4,Klaus Theiss,Libero,FC 08 Homburg,Rüdiger Vollborn,2:0,52',FC 08 Homburg,Bayer 04 Leverkusen,2:1 ,1989/1990,1
4,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Hans-Jürgen Gundelach,2:1,86',FC 08 Homburg,Bayer 04 Leverkusen,2:1 ,1989/1990,1
6,Thomas Kastenmaier,Rechter Verteidiger,Borussia Mönchengladbach,Jörg Schmadtke,2:2,68',SC Freiburg,Borussia Mönchengladbach,3:3 ,1993/1994,1
7,Bernd Schuster,Offensives Mittelfeld,Bayer 04 Leverkusen,Dirk Heyne,1:2,70',Borussia Mönchengladbach,Bayer 04 Leverkusen,2:2 ,1993/1994,1
7,Thomas Kastenmaier,Rechter Verteidiger,Borussia Mönchengladbach,Rüdiger Vollborn,2:2,84',Borussia Mönchengladbach,Bayer 04 Leverkusen,2:2 ,1993/1994,1
8,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Andreas Köpke,1:1,28',FC Schalke 04,1.FC Nürnberg,1:2 ,1993/1994,1
8,Rodolfo Cardoso,Offensives Mittelfeld,SC Freiburg,Gerry Ehrmann,1:1,52',SC Freiburg,1.FC Kaiserslautern,2:3 ,1993/1994,1
8,Franco Foda,Libero,Bayer 04 Leverkusen,Ulrich Stein,1:0,61',Bayer 04 Leverkusen,Eintracht Frankfurt,2:2 ,1993/1994,1
8,Sergio Zárate,Mittelstürmer,1.FC Nürnberg,Jens Lehmann,1:2,62',FC Schalke 04,1.FC Nürnberg,1:2 ,1993/1994,1
8,Ludwig Kögl,Linkes Mittelfeld,VfB Stuttgart,Bodo Illgner,1:1,80',VfB Stuttgart,1.FC Köln,1:1 ,1993/1994,1
9,Sergio Zárate,Mittelstürmer,1.FC Nürnberg,Jörg Schmadtke,2:1,51',1.FC Nürnberg,SC Freiburg,2:2 ,1993/1994,1
10,Manfred Bender,Offensives Mittelfeld,Karlsruher SC,Jörg Schmadtke,2:3,56',SC Freiburg,Karlsruher SC,3:3 ,1993/1994,1
2,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Ralf Raps,2:1,67',VfB Stuttgart,Hannover 96,2:1 ,1988/1989,1
3,Bernd Grabosch,Mittelfeld,Stuttgarter Kickers,Alexander Famulla,1:0,17',Stuttgarter Kickers,Karlsruher SC,1:3 ,1988/1989,1
3,Egon Flad,Mittelfeld,FC St. Pauli,Ulrich Stein,1:0,63',FC St. Pauli,Eintracht Frankfurt,2:0 ,1988/1989,1
3,Thomas Allofs,Mittelstürmer,1.FC Köln,Ralf Zumdick,1:0,89',1.FC Köln,VfL Bochum,1:0 ,1988/1989,1
4,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Kari Laukkanen,1:0,18',VfB Stuttgart,Stuttgarter Kickers,4:0 ,1988/1989,1
4,Hans-Jörg Criens,Mittelstürmer,Borussia Mönchengladbach,Oliver Reck,4:0,87',Borussia Mönchengladbach,SV Werder Bremen,4:1 ,1988/1989,1
4,Michael Harforth,Offensives Mittelfeld,Karlsruher SC,Volker Ippig,3:1,90',Karlsruher SC,FC St. Pauli,3:1 ,1988/1989,1
5,Thomas Allofs,Mittelstürmer,1.FC Köln,Alexander Famulla,3:1,48',1.FC Köln,Karlsruher SC,6:1 ,1988/1989,1
6,Dirk Bakalorz,Zentrales Mittelfeld,Eintracht Frankfurt,Andreas Köpke,1:0,74',Eintracht Frankfurt,1.FC Nürnberg,1:0 ,1988/1989,1
7,Stefan Kohn,Mittelstürmer,Hannover 96,Oliver Reck,2:2,90',Hannover 96,SV Werder Bremen,2:2 ,1988/1989,1
6,Krasimir Balakov,Offensives Mittelfeld,VfB Stuttgart,Claus Reitmaier,0:2,65',VfL Wolfsburg,VfB Stuttgart,0:2 ,2001/2002,1
7,Arie van Lent,Mittelstürmer,Borussia Mönchengladbach,Tihomir Bulat,1:0,51',Borussia Mönchengladbach,FC St. Pauli,2:2 ,2001/2002,1
7,Krasimir Balakov,Offensives Mittelfeld,VfB Stuttgart,Mathias Schober,1:1,55',VfB Stuttgart,FC Hansa Rostock,2:1 ,2001/2002,1
7,Marcelinho Paraíba,Offensives Mittelfeld,Hertha BSC,Georg Koch,2:1,80',1.FC Kaiserslautern,Hertha BSC,4:1 ,2001/2002,1
8,Sebastian Deisler,Rechtes Mittelfeld,Hertha BSC,Alexander Bade,1:0,27',Hertha BSC,1.FC Köln,3:0 ,2001/2002,1
9,Levan Kobiashvili,Linkes Mittelfeld,SC Freiburg,Tihomir Bulat,1:1,40',SC Freiburg,FC St. Pauli,2:2 ,2001/2002,1
9,Martin Petrov,Linksaußen,VfL Wolfsburg,Alexander Bade,0:3,50',1.FC Köln,VfL Wolfsburg,0:4 ,2001/2002,1
9,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Tomislav Piplica,2:3,57',FC Energie Cottbus,Bayer 04 Leverkusen,2:3 ,2001/2002,1
9,Igor Demo,Zentrales Mittelfeld,Borussia Mönchengladbach,Jens Lehmann,1:2,78',Borussia Mönchengladbach,Borussia Dortmund,1:2 ,2001/2002,1
9,Claudio Pizarro,Mittelstürmer,FC Bayern München,Simon Jentzsch,1:5,86',TSV 1860 München,FC Bayern München,1:5 ,2001/2002,1
4,Martin Max,Mittelstürmer,FC Schalke 04,Andreas Hilfiker,2:0,42',FC Schalke 04,1.FC Nürnberg,2:2 ,1998/1999,1
4,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Frank Rost,0:1,43',SV Werder Bremen,Bayer 04 Leverkusen,2:2 ,1998/1999,1
4,Lodewijk Roembiak,Defensives Mittelfeld,SV Werder Bremen,Adam Matysek,1:1,53',SV Werder Bremen,Bayer 04 Leverkusen,2:2 ,1998/1999,1
4,Michael Schjönberg,Innenverteidiger,1.FC Kaiserslautern,Gábor Király,3:3,72',1.FC Kaiserslautern,Hertha BSC,4:3 ,1998/1999,1
4,Oliver Neuville,Mittelstürmer,FC Hansa Rostock,Thomas Gill,2:0,83',FC Hansa Rostock,MSV Duisburg,3:0 ,1998/1999,1
4,Ansgar Brinkmann,Rechtes Mittelfeld,Eintracht Frankfurt,Franz Wohlfahrt,1:1,89',Eintracht Frankfurt,VfB Stuttgart,1:1 ,1998/1999,1
5,Hans Jörg Butt,Torwart,Hamburger SV,Oliver Kahn,3:2,69',FC Bayern München,Hamburger SV,5:3 ,1998/1999,1
5,Toni Polster,Mittelstürmer,Borussia Mönchengladbach,Thomas Gill,1:1,70',MSV Duisburg,Borussia Mönchengladbach,2:2 ,1998/1999,1
5,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Hans Jörg Butt,4:2,71',FC Bayern München,Hamburger SV,5:3 ,1998/1999,1
6,Toni Polster,Mittelstürmer,Borussia Mönchengladbach,Marc Ziegler,1:1,37',Borussia Mönchengladbach,VfB Stuttgart,2:3 ,1998/1999,1
6,Rodolfo Cardoso,Offensives Mittelfeld,SC Freiburg,Rüdiger Vollborn,1:1,43',SC Freiburg,Bayer 04 Leverkusen,1:1 ,1994/1995,1
6,Frank Heinemann,Defensives Mittelfeld,VfL Bochum,Uwe Kamps,5:1,68',Borussia Mönchengladbach,VfL Bochum,7:1 ,1994/1995,1
6,Peter Pacult,Sturm,TSV 1860 München,Oliver Kahn,1:2,78',TSV 1860 München,FC Bayern München,1:3 ,1994/1995,1
6,Wynton Rufer,Mittelstürmer,SV Werder Bremen,Martin Pieckenhagen,0:1,88',MSV Duisburg,SV Werder Bremen,0:2 ,1994/1995,1
7,Peter Pacult,Sturm,TSV 1860 München,Stanislav Cherchesov,1:1,68',SG Dynamo Dresden,TSV 1860 München,1:1 ,1994/1995,1
8,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Jens Lehmann,2:1,26',Borussia Dortmund,FC Schalke 04,3:2 ,1994/1995,1
8,Harald Spörl,Rechtes Mittelfeld,Hamburger SV,Andreas Wessels,1:1,33',Hamburger SV,VfL Bochum,3:1 ,1994/1995,1
8,Anthony Yeboah,Mittelstürmer,Eintracht Frankfurt,Claus Reitmaier,1:0,60',Eintracht Frankfurt,Karlsruher SC,1:0 ,1994/1995,1
8,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Stefan Klos,2:2,70',Borussia Dortmund,FC Schalke 04,3:2 ,1994/1995,1
8,Ludwig Kögl,Linkes Mittelfeld,VfB Stuttgart,Bernd Dreher,3:0,72',VfB Stuttgart,KFC Uerdingen 05,3:1 ,1994/1995,1
1,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Holger Gehrke,1:3,74',Blau-Weiß 90 Berlin,1.FC Kaiserslautern,1:4 ,1986/1987,1
1,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Holger Gehrke,1:4,77',Blau-Weiß 90 Berlin,1.FC Kaiserslautern,1:4 ,1986/1987,1
1,Roland Grahammer,Rechter Verteidiger,1.FC Nürnberg,Dieter Burdenski,4:3,88',SV Werder Bremen,1.FC Nürnberg,5:3 ,1986/1987,1
2,Roland Grahammer,Rechter Verteidiger,1.FC Nürnberg,Ralf Zumdick,2:1,31',1.FC Nürnberg,VfL Bochum,3:3 ,1986/1987,1
2,Roland Grahammer,Rechter Verteidiger,1.FC Nürnberg,Ralf Zumdick,3:1,43',1.FC Nürnberg,VfL Bochum,3:3 ,1986/1987,1
2,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Dieter Burdenski,3:0,71',Hamburger SV,SV Werder Bremen,3:0 ,1986/1987,1
4,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Holger Gehrke,1:0,37',VfB Stuttgart,Blau-Weiß 90 Berlin,1:1 ,1986/1987,1
4,Lothar Matthäus,Defensives Mittelfeld,FC Bayern München,Andreas Köpke,1:1,48',1.FC Nürnberg,FC Bayern München,1:2 ,1986/1987,1
4,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Ralf Zumdick,2:1,50',1.FC Kaiserslautern,VfL Bochum,4:1 ,1986/1987,1
4,Stephan Engels,Defensives Mittelfeld,1.FC Köln,Rüdiger Vollborn,1:3,57',1.FC Köln,Bayer 04 Leverkusen,1:4 ,1986/1987,1
1,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Gerry Ehrmann,2:1,49',Hamburger SV,1.FC Kaiserslautern,4:1 ,1985/1986,1
1,Klaus Allofs,Mittelstürmer,1.FC Köln,Hans-Jürgen Gundelach,1:0,64',1.FC Köln,Eintracht Frankfurt,1:1 ,1985/1986,1
1,Klaus Theiss,Libero,Eintracht Frankfurt,Toni Schumacher,1:1,72',1.FC Köln,Eintracht Frankfurt,1:1 ,1985/1986,1
2,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Walter Junghans,1:0,24',Borussia Mönchengladbach,FC Schalke 04,4:0 ,1985/1986,1
2,Martin Giesel,Offensives Mittelfeld,Hannover 96,Dieter Burdenski,3:2,29',SV Werder Bremen,Hannover 96,8:2 ,1985/1986,1
2,Michael Kutzop,Abwehr,SV Werder Bremen,Ralf Raps,4:2,31',SV Werder Bremen,Hannover 96,8:2 ,1985/1986,1
2,Hans Holmqvist,Sturm,Fortuna Düsseldorf,Wolfgang Kleff,4:1,59',VfL Bochum,Fortuna Düsseldorf,5:3 ,1985/1986,1
2,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Uwe Greiner,5:1,72',VfL Bochum,Fortuna Düsseldorf,5:3 ,1985/1986,1
4,Ulrich Bittorf,Defensives Mittelfeld,1.FC Nürnberg,Eike Immel,1:4,84',Borussia Dortmund,1.FC Nürnberg,1:4 ,1985/1986,1
5,Thomas Brunner,Innenverteidiger,1.FC Nürnberg,Rüdiger Vollborn,1:0,3',1.FC Nürnberg,Bayer 04 Leverkusen,3:2 ,1985/1986,1
5,Günter Güttler,Libero,FC Schalke 04,Wolfgang de Beer,2:1,63',FC Schalke 04,Borussia Dortmund,5:2 ,1991/1992,1
5,Frank Ordenewitz,Mittelstürmer,1.FC Köln,Ulrich Stein,1:1,63',1.FC Köln,Eintracht Frankfurt,1:1 ,1991/1992,1
6,Thomas Ritter,Innenverteidiger,Stuttgarter Kickers,Andreas Reinke,0:2,58',Hamburger SV,Stuttgarter Kickers,0:3 ,1991/1992,1
7,Wolfgang Funkel,Innenverteidiger,1.FC Kaiserslautern,Andreas Köpke,1:0,17',1.FC Kaiserslautern,1.FC Nürnberg,3:0 ,1991/1992,1
7,Markus Schupp,Offensives Mittelfeld,SG Wattenscheid 09,Jörg Schmadtke,1:2,48',Fortuna Düsseldorf,SG Wattenscheid 09,4:3 ,1991/1992,1
7,Armin Eck,Linkes Mittelfeld,Hamburger SV,Ulrich Stein,2:0,54',Hamburger SV,Eintracht Frankfurt,2:1 ,1991/1992,1
7,Christian Schreier,Offensives Mittelfeld,Fortuna Düsseldorf,Udo Mai,2:2,56',Fortuna Düsseldorf,SG Wattenscheid 09,4:3 ,1991/1992,1
7,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Daniel Hoffmann,1:2,61',FC Hansa Rostock,Bayer 04 Leverkusen,2:2 ,1991/1992,1
8,Fritz Walter,Mittelstürmer,VfB Stuttgart,Ralf Zumdick,1:0,9',VfB Stuttgart,VfL Bochum,4:1 ,1991/1992,1
8,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Gerry Ehrmann,1:0,16',FC Bayern München,1.FC Kaiserslautern,1:0 ,1991/1992,1
4,Jörg Dittwar,Defensives Mittelfeld,1.FC Nürnberg,Eike Immel,2:1,54',VfB Stuttgart,1.FC Nürnberg,2:1 ,1990/1991,1
4,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Walter Junghans,4:3,85',1.FC Kaiserslautern,Hertha BSC,4:3 ,1990/1991,1
4,Stefan Reuter,Rechtes Mittelfeld,FC Bayern München,Alexander Famulla,2:3,90',Karlsruher SC,FC Bayern München,2:3 ,1990/1991,1
5,Frank Ordenewitz,Mittelstürmer,1.FC Köln,Ralf Eilenberger,0:1,43',SG Wattenscheid 09,1.FC Köln,0:3 ,1990/1991,1
5,Ivo Knoflicek,Mittelstürmer,FC St. Pauli,Rüdiger Vollborn,3:1,87',Bayer 04 Leverkusen,FC St. Pauli,3:1 ,1990/1991,1
6,Geovani Silva,Offensives Mittelfeld,Karlsruher SC,Bernd Dreher,1:0,40',Karlsruher SC,KFC Uerdingen 05,2:0 ,1990/1991,1
6,Axel Kruse,Mittelstürmer,Hertha BSC,Andreas Wessels,3:2,88',VfL Bochum,Hertha BSC,4:2 ,1990/1991,1
7,Jürgen Gronau,Defensives Mittelfeld,FC St. Pauli,Eike Immel,2:0,43',FC St. Pauli,VfB Stuttgart,2:2 ,1990/1991,1
7,Fritz Walter,Mittelstürmer,VfB Stuttgart,Klaus Thomforde,2:1,56',FC St. Pauli,VfB Stuttgart,2:2 ,1990/1991,1
9,Wolfgang Funkel,Innenverteidiger,KFC Uerdingen 05,Andreas Wessels,1:0,12',KFC Uerdingen 05,VfL Bochum,4:1 ,1990/1991,1
5,Ralf Falkenmayer,Defensives Mittelfeld,Eintracht Frankfurt,Eberhard Trautner,1:1,66',VfB Stuttgart,Eintracht Frankfurt,1:1 ,1989/1990,1
5,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Bodo Illgner,4:1,82',FC Bayern München,1.FC Köln,5:1 ,1989/1990,1
6,Klaus Theiss,Libero,FC 08 Homburg,Oliver Reck,1:0,4',FC 08 Homburg,SV Werder Bremen,1:1 ,1989/1990,1
6,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Bodo Illgner,1:1,70',1.FC Köln,Bayer 04 Leverkusen,1:1 ,1989/1990,1
7,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Ulrich Stein,1:0,19',1.FC Kaiserslautern,Eintracht Frankfurt,2:1 ,1989/1990,1
7,Petr Rada,Defensives Mittelfeld,Fortuna Düsseldorf,Eike Immel,2:0,45',Fortuna Düsseldorf,VfB Stuttgart,4:2 ,1989/1990,1
8,Hans-Günter Bruns,Libero,Borussia Mönchengladbach,Jörg Schmadtke,1:0,39',Borussia Mönchengladbach,Fortuna Düsseldorf,3:1 ,1989/1990,1
9,Stefan Kohn,Mittelstürmer,VfL Bochum,Sven Scheuer,3:1,70',FC Bayern München,VfL Bochum,5:1 ,1989/1990,1
9,Dr. Reiner Wirsching,Mittelstürmer,1.FC Nürnberg,Alexander Famulla,2:0,75',1.FC Nürnberg,Karlsruher SC,2:0 ,1989/1990,1
9,Uwe Fuchs,Mittelstürmer,Fortuna Düsseldorf,Manfred Kubik,2:0,78',Fortuna Düsseldorf,KFC Uerdingen 05,2:1 ,1989/1990,1
1,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Roland Grüner,1:0,9',Hamburger SV,1.FC Kaiserslautern,3:2 ,1983/1984,1
1,Horst Feilzer,Mittelfeld,KFC Uerdingen 05,Rudi Kargus,1:2,53',1.FC Nürnberg,KFC Uerdingen 05,2:4 ,1983/1984,1
2,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Helmut Roleder,1:0,4',1.FC Kaiserslautern,VfB Stuttgart,2:2 ,1983/1984,1
2,Reiner Hollmann,Abwehr,Eintracht Braunschweig,Uwe Zimmermann,1:0,4',Eintracht Braunschweig,SV Waldhof Mannheim,3:2 ,1983/1984,1
2,Lothar Matthäus,Defensives Mittelfeld,Borussia Mönchengladbach,Valentin Herr,4:2,68',Kickers Offenbach,Borussia Mönchengladbach,4:3 ,1983/1984,1
2,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Eike Immel,0:2,85',Borussia Dortmund,Hamburger SV,1:2 ,1983/1984,1
3,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Ulrich Stein,0:1,13',Hamburger SV,KFC Uerdingen 05,2:2 ,1983/1984,1
3,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Eike Immel,2:0,65',1.FC Kaiserslautern,Borussia Dortmund,2:2 ,1983/1984,1
4,Frank Pagelsdorf,Mittelfeld,Arminia Bielefeld,Joachim Jüriens,2:0,15',Arminia Bielefeld,Eintracht Frankfurt,2:1 ,1983/1984,1
5,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Wolfgang Kleff,1:0,6',Eintracht Frankfurt,Fortuna Düsseldorf,3:0 ,1983/1984,1
8,Jürgen Klinsmann,Mittelstürmer,VfB Stuttgart,Kurt Kowarz,3:0,73',VfB Stuttgart,1.FC Nürnberg,4:0 ,1988/1989,1
9,Uwe Leifeld,Mittelstürmer,VfL Bochum,Eike Immel,1:0,39',VfL Bochum,VfB Stuttgart,1:0 ,1988/1989,1
10,Dieter Finke,Innenverteidiger,SV Waldhof Mannheim,Alexander Famulla,0:1,6',Karlsruher SC,SV Waldhof Mannheim,2:1 ,1988/1989,1
10,Wolfgang Trapp,Defensives Mittelfeld,Karlsruher SC,Uwe Zimmermann,1:1,36',Karlsruher SC,SV Waldhof Mannheim,2:1 ,1988/1989,1
12,Michael Kutzop,Abwehr,SV Werder Bremen,Manfred Kubik,1:0,9',SV Werder Bremen,KFC Uerdingen 05,3:1 ,1988/1989,1
12,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Uwe Zimmermann,1:0,57',VfB Stuttgart,SV Waldhof Mannheim,2:0 ,1988/1989,1
13,Uwe Leifeld,Mittelstürmer,VfL Bochum,Uwe Kamps,1:0,20',VfL Bochum,Borussia Mönchengladbach,1:2 ,1988/1989,1
13,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Heinz-Josef Koitka,1:0,44',VfB Stuttgart,Hamburger SV,4:2 ,1988/1989,1
13,Michael Harforth,Offensives Mittelfeld,Karlsruher SC,Gerry Ehrmann,2:1,44',Karlsruher SC,1.FC Kaiserslautern,4:1 ,1988/1989,1
14,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Andreas Köpke,4:0,68',Borussia Dortmund,1.FC Nürnberg,4:0 ,1988/1989,1
10,Hasan Salihamidzic,Rechtes Mittelfeld,FC Bayern München,Georg Koch,3:0,29',FC Bayern München,1.FC Kaiserslautern,4:1 ,2001/2002,1
10,Harry Koch,Innenverteidiger,1.FC Kaiserslautern,Oliver Kahn,3:1,82',FC Bayern München,1.FC Kaiserslautern,4:1 ,2001/2002,1
11,Markus Münch,Linker Verteidiger,Borussia Mönchengladbach,Richard Golz,1:1,10',Borussia Mönchengladbach,SC Freiburg,2:2 ,2001/2002,1
11,Oliver Neuville,Mittelstürmer,Bayer 04 Leverkusen,Simon Jentzsch,1:4,90',TSV 1860 München,Bayer 04 Leverkusen,1:4 ,2001/2002,1
12,Michael Ballack,Zentrales Mittelfeld,Bayer 04 Leverkusen,Georg Koch,2:1,50',Bayer 04 Leverkusen,1.FC Kaiserslautern,2:1 ,2001/2002,1
13,Viktor Skrypnyk,Linker Verteidiger,SV Werder Bremen,Oliver Kahn,1:0,42',SV Werder Bremen,FC Bayern München,1:0 ,2001/2002,1
13,Márcio Amoroso,Mittelstürmer,Borussia Dortmund,Simon Jentzsch,1:3,81',TSV 1860 München,Borussia Dortmund,1:3 ,2001/2002,1
14,Viktor Skrypnyk,Linker Verteidiger,SV Werder Bremen,Oliver Reck,0:4,51',FC Schalke 04,SV Werder Bremen,1:4 ,2001/2002,1
14,René Rydlewicz,Rechtes Mittelfeld,FC Hansa Rostock,Christian Fiedler,1:0,67',FC Hansa Rostock,Hertha BSC,1:1 ,2001/2002,1
14,Márcio Amoroso,Mittelstürmer,Borussia Dortmund,Georg Koch,2:0,86',Borussia Dortmund,1.FC Kaiserslautern,3:0 ,2001/2002,1
6,Jörg Neun,Linker Verteidiger,MSV Duisburg,Richard Golz,1:1,49',SC Freiburg,MSV Duisburg,2:2 ,1998/1999,1
6,Thomas Häßler,Offensives Mittelfeld,Borussia Dortmund,Claus Reitmaier,2:1,66',Borussia Dortmund,VfL Wolfsburg,2:1 ,1998/1999,1
8,Sasa Ciric,Mittelstürmer,1.FC Nürnberg,Robert Enke,0:1,10',Borussia Mönchengladbach,1.FC Nürnberg,0:2 ,1998/1999,1
8,Sergey Kiryakov,Mittelstürmer,Hamburger SV,Thomas Gill,4:0,80',Hamburger SV,MSV Duisburg,4:1 ,1998/1999,1
9,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Michael Hofmann,1:0,7',Bayer 04 Leverkusen,TSV 1860 München,1:1 ,1998/1999,1
10,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Robert Enke,0:4,39',Borussia Mönchengladbach,Bayer 04 Leverkusen,2:8 ,1998/1999,1
10,Olaf Marschall,Mittelstürmer,1.FC Kaiserslautern,Martin Pieckenhagen,1:2,50',1.FC Kaiserslautern,FC Hansa Rostock,3:2 ,1998/1999,1
10,Marijan Kovacevic,Innenverteidiger,VfL Wolfsburg,Michael Hofmann,1:3,87',TSV 1860 München,VfL Wolfsburg,2:3 ,1998/1999,1
12,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Robert Enke,0:2,27',Borussia Mönchengladbach,FC Bayern München,0:2 ,1998/1999,1
12,Bernhard Winkler,Mittelstürmer,TSV 1860 München,Martin Pieckenhagen,1:0,34',TSV 1860 München,FC Hansa Rostock,2:1 ,1998/1999,1
1,Rüdiger Wenzel,Mittelstürmer,Fortuna Düsseldorf,Ralf Zumdick,0:0,40',Fortuna Düsseldorf,VfL Bochum,2:0 ,1982/1983,1
1,Rüdiger Wenzel,Mittelstürmer,Fortuna Düsseldorf,Ralf Zumdick,0:0,73',Fortuna Düsseldorf,VfL Bochum,2:0 ,1982/1983,1
2,Thomas Remark,Mittelstürmer,Hertha BSC,Eike Immel,1:2,63',Hertha BSC,Borussia Dortmund,1:3 ,1982/1983,1
2,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Wolfgang Kleff,1:0,74',FC Bayern München,Fortuna Düsseldorf,1:0 ,1982/1983,1
4,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Wolfgang Kleff,2:0,37',Borussia Mönchengladbach,Fortuna Düsseldorf,5:0 ,1982/1983,1
4,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Helmut Roleder,3:1,74',VfB Stuttgart,SV Werder Bremen,4:1 ,1982/1983,1
5,Frank Pagelsdorf,Mittelfeld,Arminia Bielefeld,Jean-Marie Pfaff,1:2,39',Arminia Bielefeld,FC Bayern München,2:4 ,1982/1983,1
6,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Uwe Greiner,3:1,35',Borussia Mönchengladbach,Bayer 04 Leverkusen,3:1 ,1982/1983,1
6,Thomas Remark,Mittelstürmer,Hertha BSC,Wolfgang Kleff,1:1,58',Hertha BSC,Fortuna Düsseldorf,1:1 ,1982/1983,1
7,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Olli Isoaho,3:2,73',Arminia Bielefeld,Borussia Mönchengladbach,4:2 ,1982/1983,1
4,Dieter Brefort,Mittelfeld,Blau-Weiß 90 Berlin,Eike Immel,1:1,57',VfB Stuttgart,Blau-Weiß 90 Berlin,1:1 ,1986/1987,1
4,Christian Schreier,Offensives Mittelfeld,Bayer 04 Leverkusen,Toni Schumacher,1:4,90',1.FC Köln,Bayer 04 Leverkusen,1:4 ,1986/1987,1
5,Michael Kutzop,Abwehr,SV Werder Bremen,Holger Gehrke,0:2,25',Blau-Weiß 90 Berlin,SV Werder Bremen,1:4 ,1986/1987,1
5,Dieter Brefort,Mittelfeld,Blau-Weiß 90 Berlin,Dieter Burdenski,1:2,27',Blau-Weiß 90 Berlin,SV Werder Bremen,1:4 ,1986/1987,1
5,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Uwe Kamps,1:0,35',VfL Bochum,Borussia Mönchengladbach,1:1 ,1986/1987,1
5,Andreas Möller,Offensives Mittelfeld,Eintracht Frankfurt,Gerry Ehrmann,1:2,44',Eintracht Frankfurt,1.FC Kaiserslautern,2:2 ,1986/1987,1
5,Roman Wojcicki,Libero,FC 08 Homburg,Jörg Schmadtke,1:1,71',FC 08 Homburg,Fortuna Düsseldorf,3:1 ,1986/1987,1
6,Stefan Kuntz,Mittelstürmer,KFC Uerdingen 05,Jörg Schmadtke,0:1,28',Fortuna Düsseldorf,KFC Uerdingen 05,1:1 ,1986/1987,1
6,Dieter Eckstein,Mittelstürmer,1.FC Nürnberg,Uwe Zimmermann,1:0,29',1.FC Nürnberg,SV Waldhof Mannheim,1:1 ,1986/1987,1
6,Uwe Rahn,Mittelstürmer,Borussia Mönchengladbach,Hans-Jürgen Gundelach,1:0,61',Borussia Mönchengladbach,Eintracht Frankfurt,1:1 ,1986/1987,1
